"region","lon","lat"
"07020",-92.7712134207575,15.9608856428854
"07021",-93.253345983993,17.093182888386
"07022",-92.612031608369,17.0208821721243
"07023",-92.6800219621334,16.8194203821913
"07024",-92.2164017852196,16.612015907652
"07025",-93.1293524989418,17.3255981600317
"07026",-92.5688195730823,16.9500066410469
"07027",-92.9770417846001,16.6112084392471
"07028",-92.726388270852,16.5537334912817
"07029",-93.1126604694854,16.9949957053081
"07030",-92.392269930844,15.7981115904211
"07031",-92.0351307916974,17.1094636833251
"07032",-92.5577382672571,15.3646315735102
"07033",-93.2744357004116,17.2922750046197
"07034",-92.0873369288531,15.7627647182208
"07035",-92.2143580005187,14.7509459517046
"07036",-92.2185801452139,15.5133042790484
"07037",-92.4253296062437,15.0091763829623
"07038",-92.3990508064034,16.69273243673
"07039",-92.696654067663,17.2429053597045
"07040",-92.5479947685217,15.0959957675895
"07041",-91.797586924149,16.2054217142042
"07042",-92.9770815532144,17.2979056952775
"07043",-93.0997338543469,17.424084349482
"07044",-92.896610125841,16.8201509272714
"07045",-92.9779347683817,17.4685480338454
"07046",-93.6711407269145,16.5241569908946
"07047",-92.8753275107147,17.0912814342451
"07048",-93.1942995091879,17.6988930862028
"07049",-92.7756832733929,16.9235653709815
"07050",-91.7513961425295,17.6074839684107
"07051",-92.8907065058071,15.4623040471714
"07052",-91.7394539361273,16.3858387675397
"07053",-92.1853075146719,15.372611222762
"07054",-92.4969069991821,14.8796030686424
"07055",-92.1977083272004,14.8229770013145
"07056",-92.566607787835,16.8740765592677
"07057",-92.3311843423826,15.3136756135599
"07058",-92.6081234214979,16.4398799528917
"07059",-91.3362098110938,16.7017645731516
"07060",-93.172137727136,17.2196309762527
"07061",-93.4900746849664,16.8264891145201
"07062",-93.39957586037,17.4319943144831
"07063",-93.0868275798889,16.8965663550139
"07064",-92.2741612816241,16.7811194043954
"07065",-91.8122616790649,17.4441613371532
"07066",-92.4629558348909,17.0596287373306
"07067",-93.0563808370217,17.1868185678653
"07068",-93.1987501146591,17.52861507406
"07069",-93.1935536087822,15.6695312538707
"07070",-92.2637792455121,15.4332057684185
"07071",-92.6198949254653,15.1652993149068
"07072",-92.8622370609007,17.2176901160149
"07073",-92.997707140888,17.1903851724897
"07074",-93.2302988245524,17.8650233988505
"07075",-92.3645061605688,16.3650210432377
"07076",-92.6113581206282,17.31976789561
"07077",-92.1875572759857,17.4381011083379
"07078",-92.6007768359719,16.6844613071302
"07079",-93.2097116508865,16.9119127167233
"07080",-92.3583960122779,15.5337139790559
"07081",-92.6273359175391,17.1387447009713
"07082",-92.3471677073928,17.0366948063334
"07083",-92.3766824240894,16.1080959125551
"07084",-93.0048354624313,17.3842647925905
"07085",-92.9871922168347,16.9252464825602
"07086",-93.1378771101241,16.5823081169609
"07087",-92.2272722513504,14.6391440933583
"07088",-93.2517846241311,17.4900820473173
"07089",-92.3049101237495,14.9330147316936
"07090",-93.1108157032802,17.219774609498
"07091",-93.0055675963579,17.2550069453927
"07092",-93.3964099849166,17.1728153682627
"07093",-92.4718163525833,16.8326755261231
"07094",-92.511084615682,16.5607018739187
"07096",-92.4858474218956,17.3789456146698
"07097",-93.6913265106152,15.9973031624363
"07098",-92.6588384361352,16.5160851826638
"07099",-91.898867754592,16.0247346998351
"07100",-92.2691742953607,17.2996487338493
"07101",-93.1363214604148,16.7376943024148
"07102",-92.1983320924991,14.8957286476463
"07103",-92.4123946939202,15.141532774865
"07104",-92.2452255896819,16.1210536783435
"07105",-92.1028587525939,15.0592692331564
"07106",-92.6079223151267,16.3184205326826
"07107",-93.2300323258757,16.0770689319969
"07108",-93.3759415921906,16.3457310607997
"07109",-92.3270112161754,17.1853254368312
"07110",-92.7229509143235,16.6209125046049
"07111",-92.782941903356,16.7216209395025
"07112",-92.3928197849037,16.9298872399605
"07113",-92.6896086393162,16.9226343709318
"07114",-90.5649614975847,16.2820353906915
"07115",-91.2487725908483,16.1978526240249
"07116",-90.7440305026895,16.247191999412
"07117",-92.663752033179,15.6724869849812
"07118",-92.8065560585451,17.1500391508541
"07119",-92.7210950321016,16.9442781636285
"07120",-92.613656050921,15.5492806279164
"07121",-92.933106900401,17.2163419868494
"07122",-92.9849094402422,16.3371835058552
"07123",-92.881281863392,16.4960496537656
"07124",-93.6341138507277,17.2139930139278
"07125",-92.4665168427512,15.5667178196292
"08001",-106.380312692958,30.4489251214762
"08002",-105.587950925893,29.0733524382965
"08003",-105.305182237211,27.09535675484
"08004",-105.82370241847,28.5806653311086
"08005",-107.519918974566,31.3320199689989
"08006",-107.291277566217,28.8570637624467
"08007",-106.543142886384,26.7532846898376
"08008",-107.693114360283,26.9457362010993
"08009",-107.58182456972,27.8073193336791
"08010",-107.120983746688,30.0575423062007
"08011",-104.424842041705,28.0328303509988
"08012",-107.063629685446,27.8093616456732
"08013",-108.202156436608,30.1941555639972
"08014",-105.07034077125,26.6341730820085
"08015",-105.206718635429,29.7567610570204
"08016",-105.046222979264,27.897563919213
"08017",-106.948532379787,28.7225248285707
"08018",-106.898480986334,28.2117061332746
"08019",-106.232068978106,29.0001707246611
